SA3	Region	Median Price	12M Growth (%)	Rent Change (%)	Yield (%)	Buy Affordability	Rent Affordability	10Y Growth (PA)	Latitude	Longitude
Port Macquarie	Mid North Coast	$825,000	4.38	6	3.20	11.96	38.27	9.647058824	-31.32630241	152.5820642
Moree - Narrabri	New England and North West	$250,000	11.86	0	7.97	3.31	26.34	2	-29.91986833	149.7931706
Shoalhaven	Southern Highlands and Shoalhaven	$1,475,370	3.80	6	3.12	8.92	32.92	11.86666667	-34.75911918	150.6139766
Lower Hunter	Hunter Valley exc Newcastle	$733,271	4.84	9	4.81	6.89	33.19	9.696969697	-32.8550006	151.3183274
Lower Hunter	Hunter Valley exc Newcastle	$475,000	3.37	11	4.82	5.41	26.08	9.696969697	-32.8550006	151.3183274
Lower Hunter	Hunter Valley exc Newcastle	$670,000	4.84	9	4.45	6.78	30.14	9.696969697	-32.84881497	151.3300372
Kempsey - Nambucca	Mid North Coast	$830,000	-2.22	6	3.31	14.88	49.28	12	-30.73680713	152.4857316
Eastern Suburbs - North	Sydney - Eastern Suburbs	$1,446,900	7.03	8	3.63	6.67	24.23	10.56451613	-33.87972367	151.2549774
Eastern Suburbs - North	Sydney - Eastern Suburbs	$9,222,000	3.38	3	1.64	39.00	75.41	10.56451613	-33.87972367	151.2549774
Coffs Harbour	Coffs Harbour - Grafton	$899,000	0.00	4	3.03	7.05	21.34	10	-30.45401343	152.9078672
Coffs Harbour	Coffs Harbour - Grafton	$887,550	2.47	4	3.50	11.80	41.35	10	-30.45401343	152.9078672
Young - Yass	Capital Region	$1,250,000	13.92	7	3.00	7.23	21.65	11.68674699	-34.90251564	149.2296929
Lake Macquarie - East	Newcastle and Lake Macquarie	$580,000	2.36	13	4.07	7.31	29.73	10.32608696	-33.03182815	151.673452
Lake Macquarie - East	Newcastle and Lake Macquarie	$995,000	3.89	8	3.39	12.26	49.22	10.32608696	-33.03182815	151.673452
Lake Macquarie - East	Newcastle and Lake Macquarie	$590,000	2.36	13	3.86	5.80	22.37	10.32608696	-33.0133894	151.6735437
Lake Macquarie - East	Newcastle and Lake Macquarie	$890,000	3.89	8	4.05	7.81	37.38	10.32608696	-33.0133894	151.6735437
Lake Macquarie - East	Newcastle and Lake Macquarie	$660,000	2.36	13	3.87	7.94	30.71	10.32608696	-33.05322419	151.6598834
Lake Macquarie - East	Newcastle and Lake Macquarie	$995,000	3.89	8	3.28	13.13	50.85	10.32608696	-33.05322419	151.6598834
Canterbury	Sydney - Inner South West	$625,000	10.00	6	5.06	6.43	32.53	10.29411765	-33.91940281	151.0903553
Canterbury	Sydney - Inner South West	$1,680,000	9.87	10	2.60	18.99	49.37	10.29411765	-33.91940281	151.0903553
Kempsey - Nambucca	Mid North Coast	$830,000	-2.22	6	3.31	9.88	32.73	12	-31.08615187	152.9652937
Warringah	Sydney - Northern Beaches	$1,650,000	8.00	11	2.28	9.92	22.62	11.07925801	-33.72155721	151.2094604
Warringah	Sydney - Northern Beaches	$2,592,000	5.00	6	3.12	15.12	55.81	11.07925801	-33.72155721	151.2094604
South Coast	Capital Region	$799,000	0.62	5	3.58	12.82	45.82	11.80602007	-36.6157692	149.5312242
Armidale	New England and North West	$420,000	7.37	2	5.07	5.42	27.48	6.451612903	-30.00541313	151.608139
South Coast	Capital Region	$1,190,000	0.62	5	2.71	15.23	41.25	11.80602007	-35.63491634	150.2137307
Shoalhaven	Southern Highlands and Shoalhaven	$995,000	3.80	6	3.09	12.29	38.00	11.86666667	-35.23201579	150.5015308
Tamworth - Gunnedah	New England and North West	$520,000	13.92	7	4.97	7.33	36.44	5.12605042	-30.8036439	151.1757044
Young - Yass	Capital Region	$479,000	13.92	7	5.55	5.29	29.36	11.68674699	-34.18703609	148.461521
Lower Hunter	Hunter Valley exc Newcastle	$775,000	4.84	9	3.62	7.91	28.62	9.696969697	-32.3488188	151.7286146
Gosford	Central Coast	$1,250,000	5.31	13	3.04	9.72	29.54	11.9047619	-33.49899937	151.3922356
Richmond Valley - Hinterland	Richmond - Tweed	$459,000	9.04	8	4.61	6.82	37.13	9.523809524	-28.75633326	153.0883211
Auburn	Sydney - Parramatta	$516,000	0.76	7	5.14	5.41	27.79	10.48965698	-33.87478658	151.0335788
Auburn	Sydney - Parramatta	$1,519,980	16.88	7	2.33	16.35	38.14	10.48965698	-33.87478658	151.0335788
Newcastle	Newcastle and Lake Macquarie	$520,000	6.15	6	4.59	6.60	30.27	10.21978022	-32.80295363	151.6428815
Newcastle	Newcastle and Lake Macquarie	$619,950	6.36	5	4.50	8.22	43.75	10.21978022	-32.80295363	151.6428815
South Coast	Capital Region	$889,000	0.62	5	3.70	7.86	34.39	11.80602007	-35.98037124	150.0930832
Dapto - Port Kembla	Illawarra	$790,000	8.66	4	4.06	8.55	34.74	11.62849873	-34.48141168	150.8429101
Dapto - Port Kembla	Illawarra	$775,000	6.99	8	4.12	9.96	41.00	11.62849873	-34.48141168	150.8429101
Wyong	Central Coast	$410,000	-0.66	7	5.42	3.92	21.25	11.7721519	-33.34131711	151.4338091
Wyong	Central Coast	$900,000	5.52	9	3.80	8.08	36.29	11.7721519	-33.34131711	151.4338091
Richmond - Windsor	Sydney - Outer West and Blue Mountains	$1,950,000	6.36	11	2.08	15.98	33.23	8.585858586	-33.66853958	150.7792223
South Coast	Capital Region	$624,000	0.95	7	3.52	9.63	33.93	11.80602007	-36.42694266	150.0433905
South Coast	Capital Region	$1,095,000	0.62	5	2.23	20.45	45.51	11.80602007	-36.42694266	150.0433905
Hornsby	Sydney - North Sydney and Hornsby	$1,698,300	10.12	9	2.48	9.80	24.33	11.0054582	-33.6280647	151.150786
Hornsby	Sydney - North Sydney and Hornsby	$1,196,000	3.42	12	2.12	7.02	14.90	11.0054582	-33.6280647	151.150786
Hornsby	Sydney - North Sydney and Hornsby	$1,550,400	10.12	9	2.89	10.08	29.13	11.0054582	-33.60155961	151.1373472
Hornsby	Sydney - North Sydney and Hornsby	$1,196,000	3.42	12	2.12	7.91	16.79	11.0054582	-33.60155961	151.1373472
South Coast	Capital Region	$560,000	0.95	7	4.50	7.95	35.73	11.80602007	-36.88086561	149.9083246
South Coast	Capital Region	$1,050,000	0.62	5	3.83	13.03	58.98	11.80602007	-36.88086561	149.9083246
Shoalhaven	Southern Highlands and Shoalhaven	$799,000	3.80	6	3.29	10.32	33.99	11.86666667	-35.20624751	150.5515716
Snowy Mountains	Capital Region	$754,600	-8.52	9	4.32	7.27	31.39	10.76923077	-36.37924762	148.8365881
Snowy Mountains	Capital Region	$750,000	-6.09	8	4.85	6.71	32.55	10.76923077	-36.37924762	148.8365881
Upper Murray exc. Albury	Murray	$441,000	6.52	10	5.96	5.79	34.52	9.215686275	-35.65027138	145.8327808
Upper Murray exc. Albury	Murray	$295,000	-1.43	10	5.11	4.73	24.16	9.215686275	-35.65027138	145.8327808
Dural - Wisemans Ferry	Sydney - Baulkham Hills and Hawkesbury	$1,879,000	7.53	10	1.62	16.69	31.93	10.83333333	-33.60796265	151.1039738
Southern Highlands	Southern Highlands and Shoalhaven	$1,095,000	-8.58	6	3.84	6.81	26.18	9.670570313	-34.47271983	150.3470857
Shoalhaven	Southern Highlands and Shoalhaven	$710,000	-4.42	6	3.59	7.40	26.59	11.86666667	-34.79945942	150.7321893
Shoalhaven	Southern Highlands and Shoalhaven	$1,690,000	3.80	6	2.72	16.55	44.97	11.86666667	-34.79945942	150.7321893
Maitland	Hunter Valley exc Newcastle	$911,598	4.90	7	4.09	12.14	58.67	9.513718144	-32.74252656	151.6612215
Wagga Wagga	Riverina	$479,000	4.76	6	4.73	6.87	38.39	9.298245614	-34.76592604	147.8623856
Kogarah - Rockdale	Sydney - Inner South West	$1,887,000	10.88	6	2.26	13.86	31.31	9.050025265	-33.97728625	151.1304921
Kogarah - Rockdale	Sydney - Inner South West	$806,000	7.69	5	4.31	5.69	24.52	9.050025265	-33.97728625	151.1304921
Hurstville	Sydney - Inner South West	$720,000	6.67	6	4.33	6.29	27.25	8.606965174	-33.94823022	151.0829325
Hurstville	Sydney - Inner South West	$1,808,100	9.61	6	2.48	15.55	45.65	8.606965174	-33.94823022	151.0829325
Richmond Valley - Hinterland	Richmond - Tweed	$895,000	9.04	8	3.38	9.54	32.26	9.523809524	-28.75579485	153.3546055
Kogarah - Rockdale	Sydney - Inner South West	$799,200	7.69	5	4.25	6.70	28.49	9.050025265	-33.95201117	151.1179453
Kogarah - Rockdale	Sydney - Inner South West	$1,782,000	10.88	6	2.62	15.05	39.34	9.050025265	-33.95201117	151.1179453
Kogarah - Rockdale	Sydney - Inner South West	$690,000	7.69	5	4.52	6.53	29.47	9.050025265	-33.94246817	151.1153131
Kogarah - Rockdale	Sydney - Inner South West	$1,846,800	10.88	6	2.66	15.11	40.18	9.050025265	-33.94246817	151.1153131
Mount Druitt	Sydney - Blacktown	$553,700	10.78	11	4.27	10.13	43.27	9.955654102	-33.72995257	150.8219188
Mount Druitt	Sydney - Blacktown	$773,800	9.76	12	3.35	13.78	54.51	9.955654102	-33.72995257	150.8219188
Coffs Harbour	Coffs Harbour - Grafton	$650,000	2.47	4	3.94	6.72	26.45	10	-30.37184282	152.6670733
Wagga Wagga	Riverina	$675,980	4.76	6	5.84	4.67	27.23	9.298245614	-35.35569774	147.4074352
Goulburn - Mulwaree	Capital Region	$790,000	3.33	1	3.78	13.31	50.26	8.235294118	-34.05166836	149.1409835
Tweed Valley	Richmond - Tweed	$1,090,000	13.45	6	3.69	12.92	56.32	15.89673913	-28.22450456	153.46168
Tweed Valley	Richmond - Tweed	$741,600	12.38	6	4.58	7.44	34.11	15.89673913	-28.21008841	153.4809763
Tweed Valley	Richmond - Tweed	$1,120,000	13.45	6	4.21	10.93	54.42	15.89673913	-28.21008841	153.4809763
Griffith - Murrumbidgee (West)	Riverina	$480,000	14.67	8	3.90	4.82	18.79	6.538461538	-34.28376337	146.1581567
Pittwater	Sydney - Northern Beaches	$2,600,000	3.40	8	2.91	9.46	27.54	10.7470651	-33.64359556	151.3307031
Pittwater	Sydney - Northern Beaches	$2,300,000	3.40	8	2.94	14.09	49.02	10.7470651	-33.64509866	151.3152772
Lachlan Valley	Central West	$390,000	7.69	8	3.21	7.27	23.37	9.534883721	-33.6758226	148.616537
Richmond Valley - Coastal	Richmond - Tweed	$1,190,000	9.09	8	4.10	12.30	50.49	12.01834862	-28.50522175	153.5172298
Bathurst	Central West	$779,000	3.94	3	2.67	6.88	18.35	8.857142857	-33.28694996	149.4444111
Hawkesbury	Sydney - Baulkham Hills and Hawkesbury	$950,000	-1.92	6	3.35	7.47	24.99	5.9375	-33.44498173	150.5308388
Young - Yass	Capital Region	$1,250,000	13.92	7	3.00	14.19	42.49	11.68674699	-34.65643569	148.657719
Goulburn - Mulwaree	Capital Region	$790,000	3.33	1	3.78	8.79	33.19	8.235294118	-34.30779053	149.3012764
Inverell - Tenterfield	New England and North West	$400,000	3.73	6	5.69	6.10	34.70	7.681818182	-29.8247364	150.5604352
South Coast	Capital Region	$889,000	0.62	5	3.70	10.77	47.11	11.80602007	-36.02059968	150.1456978
Snowy Mountains	Capital Region	$545,000	-6.09	8	5.31	3.90	20.71	10.76923077	-36.17439649	149.108095
Richmond Valley - Coastal	Richmond - Tweed	$1,950,000	9.09	8	3.47	11.54	40.02	12.01834862	-28.71178138	153.4915517
Dubbo	Far West and Orana	$295,000	2.59	7	7.40	5.41	40.01	7.576791809	-31.55289381	149.4037125
Griffith - Murrumbidgee (West)	Riverina	$480,000	14.67	8	3.90	5.20	20.30	6.538461538	-34.15308346	146.3575391
Leichhardt	Sydney - Inner West	$1,460,000	5.77	8	2.57	6.93	17.84	8.114754098	-33.85091512	151.18226
Leichhardt	Sydney - Inner West	$2,700,000	4.25	6	2.41	12.64	36.08	8.114754098	-33.85091512	151.18226
Newcastle	Newcastle and Lake Macquarie	$590,000	6.15	6	4.48	6.43	28.80	10.21978022	-32.89304186	151.6901587
Newcastle	Newcastle and Lake Macquarie	$700,000	6.36	5	4.17	8.14	40.19	10.21978022	-32.89304186	151.6901587
Bankstown	Sydney - Inner South West	$539,000	13.79	9	5.55	5.57	30.87	9.958333333	-33.89197766	151.0210166
Bankstown	Sydney - Inner South West	$1,261,600	12.71	13	2.94	13.71	40.27	9.958333333	-33.89197766	151.0210166
Maitland	Hunter Valley exc Newcastle	$696,734	4.90	7	4.60	5.38	24.73	9.513718144	-32.74686694	151.4654659
Tamworth - Gunnedah	New England and North West	$520,000	13.92	7	4.97	4.60	22.90	5.12605042	-31.13567056	150.7818463
Taree - Gloucester	Mid North Coast	$579,000	-2.33	7	4.25	8.49	36.14	10.77102027	-32.07123442	152.5352719
Taree - Gloucester	Mid North Coast	$899,000	0.81	6	3.85	12.51	56.98	10.77102027	-32.07123442	152.5352719
Lower Hunter	Hunter Valley exc Newcastle	$788,144	4.84	9	3.36	4.64	15.61	9.696969697	-32.82115163	151.6208916
Armidale	New England and North West	$420,000	7.37	2	5.07	3.77	19.13	6.451612903	-30.32904555	151.6949943
South Coast	Capital Region	$799,000	0.62	5	4.31	7.00	30.18	11.80602007	-36.73016572	149.8442806
Bathurst	Central West	$590,000	3.94	3	3.99	5.13	20.50	8.857142857	-33.85600498	149.7222221
Lake Macquarie - West	Newcastle and Lake Macquarie	$749,000	14.04	7	4.42	8.01	35.38	11.39175258	-33.00002387	151.5758719
Lake Macquarie - West	Newcastle and Lake Macquarie	$720,000	3.11	9	4.10	8.41	34.49	11.39175258	-33.00002387	151.5758719
Kiama - Shellharbour	Illawarra	$759,000	5.04	5	4.85	6.79	32.95	12.16494845	-34.57127222	150.8330561
Kiama - Shellharbour	Illawarra	$1,200,000	9.14	7	3.25	12.17	39.54	12.16494845	-34.57127222	150.8330561
Mount Druitt	Sydney - Blacktown	$553,700	10.78	11	4.27	7.76	33.14	9.955654102	-33.73826443	150.8149321
Mount Druitt	Sydney - Blacktown	$785,000	9.76	12	3.36	10.60	42.16	9.955654102	-33.73826443	150.8149321
Blue Mountains	Sydney - Outer West and Blue Mountains	$450,000	8.15	13	4.20	6.04	25.40	10.10869565	-33.63943565	150.2830776
Blue Mountains	Sydney - Outer West and Blue Mountains	$850,000	6.20	13	3.44	10.15	34.92	10.10869565	-33.63943565	150.2830776
Lake Macquarie - East	Newcastle and Lake Macquarie	$660,000	2.36	13	3.87	7.86	30.40	10.32608696	-33.07336081	151.6542871
Lake Macquarie - East	Newcastle and Lake Macquarie	$1,075,000	3.89	8	3.24	14.61	55.91	10.32608696	-33.07336081	151.6542871
Blacktown	Sydney - Blacktown	$516,110	5.83	10	5.35	4.90	26.22	10.13636364	-33.77655276	150.9023006
Blacktown	Sydney - Blacktown	$1,095,450	11.87	13	3.07	9.63	34.95	10.13636364	-33.77655276	150.9023006
Gosford	Central Coast	$695,000	3.50	10	3.69	7.91	29.18	11.9047619	-33.50514939	151.332361
Gosford	Central Coast	$1,000,000	5.31	13	3.18	11.00	35.02	11.9047619	-33.50514939	151.332361
Campbelltown (NSW)	Sydney - Outer South West	$1,049,000	8.16	11	3.70	6.98	25.84	10.20357942	-34.06182252	150.8032396
Campbelltown (NSW)	Sydney - Outer South West	$895,900	8.16	11	3.38	8.37	33.48	10.20357942	-34.05089762	150.7949793
Richmond Valley - Hinterland	Richmond - Tweed	$895,000	9.04	8	3.38	8.91	30.12	9.523809524	-28.76920639	153.2316636
Hurstville	Sydney - Inner South West	$980,000	6.67	6	2.95	9.86	29.05	8.606965174	-33.98963957	151.1097804
Hurstville	Sydney - Inner South West	$2,298,400	9.61	6	2.66	14.13	37.60	8.606965174	-33.98963957	151.1097804
Upper Hunter	Hunter Valley exc Newcastle	$453,250	10.53	4	5.37	4.78	25.68	6.457680251	-31.75090598	150.8874298
Blue Mountains	Sydney - Outer West and Blue Mountains	$820,000	8.15	13	2.85	6.28	17.92	10.10869565	-33.74480996	150.6173702
Blue Mountains	Sydney - Outer West and Blue Mountains	$1,100,000	6.20	13	3.08	8.35	25.71	10.10869565	-33.74480996	150.6173702
Hawkesbury	Sydney - Baulkham Hills and Hawkesbury	$1,100,000	-1.92	6	3.32	6.27	20.81	5.9375	-33.47058477	150.8072386
Orange	Central West	$410,000	-10.87	8	3.01	4.26	12.84	8.846376812	-33.54468407	149.2640677
Orange	Central West	$560,000	-1.48	8	5.20	5.88	30.57	8.846376812	-33.54468407	149.2640677
Richmond - Windsor	Sydney - Outer West and Blue Mountains	$600,000	8.53	9	3.31	6.05	20.01	8.585858586	-33.63860758	150.798345
Richmond - Windsor	Sydney - Outer West and Blue Mountains	$892,500	6.36	11	3.37	7.41	25.01	8.585858586	-33.63860758	150.798345
Upper Murray exc. Albury	Murray	$445,000	6.52	10	5.44	3.85	20.93	9.215686275	-35.59662185	145.3071811
Wyong	Central Coast	$700,000	-0.66	7	3.91	8.17	31.96	11.7721519	-33.35424251	151.4997446
Wyong	Central Coast	$1,375,000	5.52	9	2.31	16.59	45.35	11.7721519	-33.35424251	151.4997446
Wyong	Central Coast	$460,000	-0.66	7	3.02	7.84	23.67	11.7721519	-33.21144122	151.5047534
Wyong	Central Coast	$759,625	5.52	9	4.23	7.46	37.31	11.7721519	-33.21144122	151.5047534
Richmond Valley - Hinterland	Richmond - Tweed	$895,000	9.04	8	3.38	22.01	87.96	9.523809524	-28.54864325	153.1959777
Great Lakes	Mid North Coast	$949,000	1.74	9	3.56	10.82	45.49	12.27056424	-32.35279879	152.5310245
Coffs Harbour	Coffs Harbour - Grafton	$857,270	2.47	4	4.25	6.31	26.84	10	-30.33284952	153.0591169
Coffs Harbour	Coffs Harbour - Grafton	$629,000	0.00	4	4.19	6.88	28.85	10	-30.34567395	153.075927
Coffs Harbour	Coffs Harbour - Grafton	$795,000	2.47	4	4.61	8.73	47.62	10	-30.34567395	153.075927
Port Stephens	Hunter Valley exc Newcastle	$1,039,500	2.04	4	3.13	10.39	32.54	10.7804878	-32.78451647	152.1116857
Port Stephens	Hunter Valley exc Newcastle	$599,000	3.17	10	5.40	4.86	26.23	10.7804878	-32.78451647	152.1116857
Taree - Gloucester	Mid North Coast	$815,000	0.81	6	3.38	12.01	48.01	10.77102027	-31.69828439	152.2873911
Port Stephens	Hunter Valley exc Newcastle	$1,039,500	2.04	4	3.13	14.93	46.79	10.7804878	-32.77801036	152.0071488
Lithgow - Mudgee	Central West	$649,000	5.59	15	4.71	7.66	36.09	10.09677419	-32.80401253	149.7329664
South Coast	Capital Region	$1,190,000	0.62	5	2.71	13.22	35.80	11.80602007	-36.09698166	150.0096456
Lachlan Valley	Central West	$290,000	7.69	8	6.93	3.10	21.48	9.534883721	-33.09379284	147.7673202
Tweed Valley	Richmond - Tweed	$833,250	12.38	6	3.94	9.69	38.17	15.89673913	-28.33263742	153.5590299
Tweed Valley	Richmond - Tweed	$1,540,000	13.45	6	3.11	14.48	53.29	15.89673913	-28.33263742	153.5590299
Moree - Narrabri	New England and North West	$230,000	11.86	0	8.30	3.13	26.02	2	-28.70677978	150.1803064
Tamworth - Gunnedah	New England and North West	$280,000	13.92	7	7.53	3.13	23.58	5.12605042	-30.70862621	150.0137968
Moree - Narrabri	New England and North West	$250,000	11.86	0	7.97	2.00	15.92	2	-30.42652317	149.6352857
Lake Macquarie - West	Newcastle and Lake Macquarie	$485,000	14.04	7	3.47	8.02	27.80	11.39175258	-32.9964617	151.6114006
Lake Macquarie - West	Newcastle and Lake Macquarie	$871,248	3.11	9	3.95	10.56	41.69	11.39175258	-32.9964617	151.6114006
Maitland	Hunter Valley exc Newcastle	$932,400	4.90	7	3.31	6.57	25.71	9.513718144	-32.71087032	151.5753749
Maitland	Hunter Valley exc Newcastle	$960,000	4.90	7	4.16	5.43	22.59	9.513718144	-32.69449739	151.5831193
Shoalhaven	Southern Highlands and Shoalhaven	$520,000	-4.42	6	4.44	6.98	30.99	11.86666667	-34.84683389	150.6042204
Shoalhaven	Southern Highlands and Shoalhaven	$700,000	3.80	6	3.92	10.03	46.47	11.86666667	-34.84683389	150.6042204
Snowy Mountains	Capital Region	$415,000	-6.09	8	5.57	4.52	25.16	10.76923077	-36.88992424	149.243737
Queanbeyan	Capital Region	$770,000	1.58	3	3.47	5.97	20.71	7.232142857	-35.42559467	149.656099
Lithgow - Mudgee	Central West	$750,000	5.59	15	4.52	3.87	17.48	10.09677419	-32.57207466	149.6036746
Kiama - Shellharbour	Illawarra	$1,490,000	9.14	7	2.95	8.50	25.10	12.16494845	-34.65525383	150.8499724
Tumut - Tumbarumba	Riverina	$495,000	5.62	8	5.06	3.30	16.68	10.4570185	-35.26215108	148.2485945
Richmond Valley - Hinterland	Richmond - Tweed	$459,000	9.04	8	4.61	12.37	56.97	9.523809524	-28.71756487	152.6182204
Eastern Suburbs - North	Sydney - Eastern Suburbs	$1,468,800	7.03	8	3.24	9.74	31.55	10.56451613	-33.89296148	151.2637163
Eastern Suburbs - North	Sydney - Eastern Suburbs	$4,500,000	3.38	3	2.47	25.55	74.63	10.56451613	-33.89296148	151.2637163
Eastern Suburbs - North	Sydney - Eastern Suburbs	$1,540,000	7.03	8	3.53	8.15	28.74	10.56451613	-33.89088427	151.2738609
Eastern Suburbs - North	Sydney - Eastern Suburbs	$4,784,400	3.38	3	2.10	25.89	64.40	10.56451613	-33.89088427	151.2738609
Eastern Suburbs - North	Sydney - Eastern Suburbs	$1,245,000	7.03	8	4.16	7.86	32.70	10.56451613	-33.89305475	151.2500059
Eastern Suburbs - North	Sydney - Eastern Suburbs	$2,891,200	3.38	3	2.28	21.88	58.85	10.56451613	-33.89305475	151.2500059
Lake Macquarie - West	Newcastle and Lake Macquarie	$600,000	14.04	7	3.57	7.30	26.07	11.39175258	-33.1095738	151.521888
Lake Macquarie - West	Newcastle and Lake Macquarie	$840,000	3.11	9	3.51	9.75	40.41	11.39175258	-33.1095738	151.521888
Sutherland - Menai - Heathcote	Sydney - Sutherland	$1,700,000	7.59	11	3.04	8.56	26.02	9.141104294	-34.01045207	151.0536099
Port Macquarie	Mid North Coast	$899,000	4.38	6	3.67	10.54	45.74	9.647058824	-31.57438562	152.8176558
Fairfield	Sydney - South West	$578,200	7.05	15	4.82	6.68	32.18	11.39495079	-33.8931023	150.890595
Fairfield	Sydney - South West	$1,100,000	14.68	14	3.28	12.02	39.46	11.39495079	-33.8931023	150.890595
Fairfield	Sydney - South West	$1,305,400	14.68	14	2.80	10.74	30.01	11.39495079	-33.89105185	150.8704365
Fairfield	Sydney - South West	$578,200	7.05	15	4.82	4.82	23.22	11.39495079	-33.89105185	150.8704365
Inverell - Tenterfield	New England and North West	$280,000	3.73	6	9.58	2.97	28.41	7.681818182	-29.0476099	151.2098385
Coffs Harbour	Coffs Harbour - Grafton	$857,270	2.47	4	4.25	7.07	30.05	10	-30.37794615	153.0203617
Richmond Valley - Hinterland	Richmond - Tweed	$895,000	9.04	8	3.38	11.15	37.70	9.523809524	-28.77667242	153.2558782
Gosford	Central Coast	$1,175,000	5.31	13	2.59	15.96	41.31	11.9047619	-33.51248576	151.3459054
Gosford	Central Coast	$895,000	3.50	10	3.18	11.35	36.10	11.9047619	-33.51248576	151.3459054
Young - Yass	Capital Region	$1,250,000	13.92	7	3.00	14.78	52.36	11.68674699	-34.84446255	148.633426
Lake Macquarie - East	Newcastle and Lake Macquarie	$971,600	3.89	8	4.81	8.76	42.17	10.32608696	-32.94696812	151.6277021
Lake Macquarie - East	Newcastle and Lake Macquarie	$770,100	2.36	13	4.20	8.02	33.74	10.32608696	-32.94696812	151.6277021
Great Lakes	Mid North Coast	$775,000	-3.26	5	11.22	2.13	23.85	12.27056424	-32.34087623	152.537091
Great Lakes	Mid North Coast	$949,000	1.74	9	3.56	9.48	33.73	12.27056424	-32.34087623	152.537091
Moree - Narrabri	New England and North West	$230,000	11.86	0	8.30	2.58	21.41	2	-28.70959398	149.647325
Richmond Valley - Hinterland	Richmond - Tweed	$550,000	9.04	8	4.59	4.11	18.87	9.523809524	-28.68233136	153.052212
